EG	GN	GI	Type	Len	Ori	LeftEnd	RightEnd	Syn	MN	Description	
EG12528	yjgI	g2367365	aa	237	Counterclockwise	4471363	4472076	Null	Systematic nomenclature	Predicted oxidoreductase, function unknown
EG12529	yjgJ	g87082397	aa	197	Clockwise	4472147	4472740	Null	Systematic nomenclature	Predicted transcriptional repressor, function unknown
EG12530	tabA	g87082398	aa	150	Clockwise	4472885	4473337	yjgK	Toxin-antitoxin biofilm	Reduces fimA expression and influences biofilm formation
EG12531	yjgL	g87082399	aa	604	Clockwise	4473460	4475274	Null	Systematic nomenclature	Function unknown
EG12532	yjgM	g48995002	aa	167	Counterclockwise	4477057	4477560	Null	Systematic nomenclature	Predicted acetyltransferase
EG12533	yjgN	g48995003	aa	398	Clockwise	4477753	4478949	Null	Systematic nomenclature	Inner membrane protein, DUF898 family, function unknown
EG12535	lptF	g1790712	aa	366	Clockwise	4484241	4485341	yjgP	LPS transport	Lipopolysaccharide export ABC permease; LptBFGC export complex
EG12536	lptG	g87082400	aa	360	Clockwise	4485341	4486423	yjgQ	LPS transport	Lipopolysaccharide export ABC permease; LptBFGC export complex
EG12537	yjgR	g1790714	aa	500	Counterclockwise	4486584	4488086	Null	Systematic nomenclature	Function unknown, DUF853 family with NTPase fold
EG12538	idnR	g1790715	aa	332	Counterclockwise	4488164	4489162	gntH;gntS?;yjgS	Idonate	idn operon activator; represses GntR-regulated genes gntKU and gntT
EG12539	idnT	g1790716	aa	439	Counterclockwise	4489229	4490548	gntW;yjgT	Idonate	L-idonate transporter; also transports 5-keto-D-gluconate (Reed, 2006) 
EG12540	idnO	g1790717	aa	254	Counterclockwise	4490610	4491374	yjgU	Idonate	5-keto-D-gluconate 5-reductase
EG12541	idnD	g1790718	aa	343	Counterclockwise	4491398	4492429	yjgV	Idonate	L-idonate 5-dehydrogenase
EG12544	yjhB	g87082404	aa	405	Clockwise	4502081	4503298	Null	Systematic nomenclature	Predicted transporter, function unknown; N-acetylneuraminic acid inducible
EG12545	yjhC	g87082405	aa	372	Clockwise	4503310	4504428	Null	Systematic nomenclature	predicted oxidoreductase, function unknown; N-acetylneuraminic acid inducible
EG12548	yjhF	g2367370	aa	449	Counterclockwise	4518694	4520043	Null	Systematic nomenclature	Predicted GntP family transporter, function unknown
EG12549	yjhG	g2367371	aa	655	Counterclockwise	4520150	4522117	Null	Systematic nomenclature	Predicted dehydratase, function unknown
EG12550	yjhH	g87082415	aa	301	Counterclockwise	4522128	4523033	Null	Systematic nomenclature	Function unknown
EG12551	yjhI	g1790752	aa	262	Counterclockwise	4523038	4523826	Null	Systematic nomenclature	Function unknown
EG12552	sgcR	g1790753	aa	260	Counterclockwise	4524129	4524911	yjhJ	Sugar	Putative sgc cluster transcriptional regulator
EG12553	sgcE	g1790754	aa	210	Counterclockwise	4524928	4525560	yjhK	Sugar	Predicted pentose-5-phosphate 3-epimerase
EG12554	sgcA	g1790755	aa	143	Counterclockwise	4525572	4526003	yjhL	Sugar	Predicted phosphotransferase enzyme IIA
EG12555	sgcQ	g1790757	aa	268	Counterclockwise	4526134	4526940	yjhM	Sugar	Putative gene in sgc gene cluster, function unknown
EG12556	sgcC	g1790758	aa	437	Counterclockwise	4526953	4528266	yjhN	Sugar	Predicted phosphotransferase enzyme IIC
EG12557	sgcX	g87082417	aa	373	Counterclockwise	4528553	4529674	yjhO	Sugar	Peptidase homolog, function unknown
EG12558	yjhP	g1790760	aa	248	Counterclockwise	4530460	4531206	Null	Systematic nomenclature	Putative SAM-dependent methyltransferase, function unknown
EG12559	yjhQ	g1790761	aa	181	Counterclockwise	4531262	4531807	Null	Systematic nomenclature	Predicted acetyltransferase
EG12561	nanS	g1790763	aa	326	Counterclockwise	4534637	4535617	yjhS	N-Acetylneuraminate	Probable 9-O-acetyl N-acetylneuraminic acid esterase
EG12562	nanM	g87082419	aa	368	Counterclockwise	4535682	4536788	yjhT	N-Acetylneuraminate	N-acetylneuraminic acid mutarotase
EG12563	gntP	g1790776	aa	447	Counterclockwise	4547976	4549319	yjiB	Gluconate	Fructuronate and gluconate transporter
EG12564	yjiC	g1790781	aa	276	Counterclockwise	4553513	4554343	Null	Systematic nomenclature	Function unknown
EG12565	iraD	g87082422	aa	130	Clockwise	4555016	4555408	yjiD	Inhibitor of RssB activity after DNA damage	RpoS stabilzer after DNA damage, anti-RssB factor; anti-adapter protein
EG12566	qseD	g1790783	aa	303	Counterclockwise	4555401	4556312	yjiE	Quorum sensing E. coli	Cell density-dependent motility repressor
EG12567	iadA	g1790784	aa	390	Counterclockwise	4556377	4557549	yjiF	Isoaspartyl dipeptidase	Isoaspartyl dipeptidase
EG12568	yjiG	g1790785	aa	153	Counterclockwise	4557562	4558023	Null	Systematic nomenclature	Inner membrane protein, SpmB family, function unknown
EG12569	yjiH	g87082423	aa	227	Counterclockwise	4558020	4558703	Null	Systematic nomenclature	Predicted inner membrane protein, function unknown
EG12570	kptA	g87082424	aa	184	Clockwise	4558953	4559507	yjiI	K-12 phosphotransferase	RNA 2'-phosphotransferase; ligates tRNA substrate in vitro, physiological role and in vivo substrate unknown
EG12571	yjiJ	g1790788	aa	392	Counterclockwise	4559520	4560698	Null	Systematic nomenclature	Predicted MFS transporter, function unknown
EG12572	yjiK	g87082425	aa	286	Counterclockwise	4560766	4561626	Null	Systematic nomenclature	Function unknown
EG12573	yjiL	g87082426	aa	255	Counterclockwise	4561945	4562712	Null	Systematic nomenclature	Function unknown
EG12574	yjiM	g87082427	aa	383	Counterclockwise	4562722	4563873	Null	Systematic nomenclature	Function unknown
EG12575	yjiN	g1790793	aa	426	Counterclockwise	4563989	4565269	Null	Systematic nomenclature	Zinc-type alcohol dehydrogenase-like protein, function unknown
EG12576	mdtM	g1790794	aa	410	Counterclockwise	4565310	4566542	yjiO	Multidrug transporter	Multidrug resistance efflux protein; overexpression resistnace to acriflavin, chloramphenicol, TPP, norfloxacin and ethidium
EG12579	yjiR	g1790797	aa	470	Counterclockwise	4568185	4569597	Null	Systematic nomenclature	Predicted HTH transcriptional regulator with aminotransferase domain, function unknown; MocR family
EG12580	yjiS	g1790798	aa	54	Clockwise	4569774	4569938	Null	Systematic nomenclature	Function unknown
EG12584	symE	g1790806	aa	113	Counterclockwise	4577522	4577863	dinL;sosC;yjiW	SOS-induced YjiW gene with similarity to MazE	Toxic peptide regulated by antisense sRNA symR, function unknown
EG12585	yjiX	g1790813	aa	67	Counterclockwise	4586899	4587102	Null	Systematic nomenclature	Function unknown; ybdD paralog; may be involved with oligopeptide uptake
EG12586	yjiY	g87082431	aa	716	Counterclockwise	4587152	4589302	Null	Systematic nomenclature	Function unknown; cstA paralog
EG12588	yjjL	g2367379	aa	453	Counterclockwise	4591384	4592745	yjiZ	Systematic nomenclature	L-galactonate transporter; mutants fail to grow on L-galactonate (Reed, 2006); membrane protein
EG12589	yjjM	g48995005	aa	304	Counterclockwise	4592960	4593874	Null	Systematic nomenclature	Positive transcriptional regulator for yjjM and/or yjjN; mutants fail to grow on L-galactonate (Reed, 2006)
EG12590	yjjN	g87082432	aa	340	Clockwise	4594013	4595035	Null	Systematic nomenclature	L-galactonate oxidoreductase; L-galactonate catabolism
EG12591	opgB	g87082433	aa	763	Counterclockwise	4595173	4597464	mdoB;yjjO	Osmoregulated periplasmic glucans	Phosphoglycerol transferases I and II, OPG biolsynthesis
EG12592	yjjP	g87082435	aa	256	Counterclockwise	4600111	4600881	Null	Systematic nomenclature	Inner membrane protein, DUF1212 family, function unknown; H-NS-repressed
EG12593	yjjQ	g1790827	aa	241	Clockwise	4601500	4602225	Null	Systematic nomenclature	Predicted transcriptional regulator, H-NS-repressed, function unknown
EG12594	bglJ	g87082436	aa	175	Clockwise	4602333	4602860	yjjR	beta-Glucoside	Transcriptional activator for the silent bgl operon; requires the bglJ4 allele to function; LuxR family
EG12595	fhuF	g1790829	aa	262	Counterclockwise	4602898	4603686	yjjS	Ferric hydroxamate uptake	Siderophore-iron reductase; releases iron from hydroxamate-type siderophores; cytoplasmic
EG12596	rsmC	g1790830	aa	343	Counterclockwise	4604692	4605723	yjjT	Ribosomal Small subunit Methyltransferase	16S rRNA m(2)G1207 methyltransferase, SAM-dependent
EG12597	yjjU	g1790837	aa	357	Clockwise	4610434	4611507	Null	Systematic nomenclature	Conserved protein, patatin-like family
EG12598	yjjV	g87082439	aa	259	Clockwise	4611504	4612283	Null	Systematic nomenclature	Predicted DNase, function unknown; tatD paralog but no Tat phenotype
EG12599	yjjW	g1790839	aa	287	Counterclockwise	4612703	4613566	Null	Systematic nomenclature	Predicted YjjI activase, function unknown
EG12600	yjjX	g87082442	aa	170	Counterclockwise	4631256	4631768	Null	Systematic nomenclature	Inosine/xanthosine triphosphatase; may be involved in detoxifying ITP and XTP; dimeric
EG12601	yjjY	g1790864	aa	46	Clockwise	4638425	4638565	Null	Systematic nomenclature	Function unknown
EG12603	yjgZ	g1790728	aa	109	Clockwise	4499283	4499612	Null	Systematic nomenclature	Function unknown
EG12604	yjhU	g87082414	aa	328	Counterclockwise	4517361	4518347	Null	Systematic nomenclature	Function unknown
EG12605	yacL	g87081687	aa	120	Clockwise	134388	134750	Null	Systematic nomenclature	Function unknown
EG12606	fabF	g1787337	aa	413	Clockwise	1151162	1152403	cvc;fabJ;vtr	Fatty acid biosynthesis	beta-Ketoacyl-ACP synthase II; KAS II; homodimeric
EG12607	yfcC	g87082082	aa	506	Clockwise	2415103	2416623	Null	Systematic nomenclature	Putative transporter, function unknown
EG12608	caiE	g87081681	aa	196	Counterclockwise	34781	35371	Null	Carnitine inducible	Stimulates activities of CaiD and CaiB
EG12609	rluA	g1786244	aa	219	Counterclockwise	59687	60346	yabO	rRNA, large, uridine	Dual specificity tRNA and rRNA pseudouridine synthase; specific to 23S rRNA U746 and tRNAphe U32; non-essential gene
EG12612	degQ	g1789629	aa	455	Clockwise	3378765	3380132	hhoA	Degradative protease	Periplasmic serine endoprotease; multicopy suppressor of prc and degP
EG12613	gst	g1787923	aa	201	Clockwise	1712401	1713006	Null	GSH S-transferase	Glutathione S-transferase; hydrogen peroxide resistance
EG12614	yhcB	g87082232	aa	132	Clockwise	3378213	3378611	Null	Systematic nomenclature	Complexed with cytochrome bd oxidase, function unknown
EG12615	torR	g1787229	aa	230	Counterclockwise	1056485	1057177	Null	Trimethylamine oxide reductase	Response regulator for torCAD operon
EG12616	torT	g1787228	aa	342	Clockwise	1055484	1056512	yccH	Trimethylamine oxide reductase	Periplasmic TMAO binding protein; required for ToSrR response to TMAO
EG12617	torS	g87081816	aa	914	Counterclockwise	1052657	1055401	yccI	Trimethylamine oxide reductase	Sensor kinase for torCAD operon
EG12618	lptA	g1789592	aa	185	Clockwise	3341402	3341959	yhbN	LPS transport	Periplasmic LPS-binding protein, binds Lipid A domain; LPS transport and assembly
EG12619	ybdF	g1786793	aa	122	Counterclockwise	604741	605109	Null	Systematic nomenclature	Function unknown
EG12620	ybdG	g1786791	aa	415	Counterclockwise	602639	603886	Null	Systematic nomenclature	Predicted mechanosensitive channel protein, function unknown
EG12621	csgB	g1787278	aa	151	Clockwise	1103174	1103629	agfB(S.t.)	Curlin sigma S-dependent growth	Curlin nucleator protein, homology with major curlin, CsgA
EG12622	adhP	g87081918	aa	336	Counterclockwise	1550852	1551862	yddN	Alcohol/acetaldehyde dehydrogenase	Ethanol-active dehydrogenase/acetaldehyde-active reductase
EG12623	ybaL	g1786685	aa	558	Counterclockwise	500786	502462	ylaA	Systematic nomenclature	Potassium transporter homolog, function unknown
EG12624	yiaG	g1789978	aa	96	Clockwise	3717501	3717791	Null	Systematic nomenclature	Predicted transcriptional regulator, HTH_CROC1 family, function unknown
EG12625	dppB	g1789965	aa	339	Counterclockwise	3702794	3703813	Null	Dipeptide permease system	Dipeptide/heme transport, permease; also transports 5-aminolevulinic acid
EG12626	dppC	g1789964	aa	300	Counterclockwise	3701882	3702784	Null	Dipeptide permease system	Dipeptide/heme transport, permease; also transports 5-aminolevulinic acid
EG12627	dppD	g1789963	aa	327	Counterclockwise	3700888	3701871	Null	Dipeptide permease system	Dipeptide/heme transport, ATP-binding protein; also transports 5-aminolevulinic acid
EG12628	dppF	g1789962	aa	334	Counterclockwise	3699887	3700891	Null	Dipeptide permease system	Dipeptide/heme transport, ATP-binding protein; also transports 5-aminolevulinic acid
EG12629	gntK	g87082265	aa	175	Counterclockwise	3575088	3575615	Null	Gluconate	Gluconokinase, thermoresistant
EG12630	gntR	g48994940	aa	331	Counterclockwise	3575754	3576749	Null	Gluconate	Controls gntKU induction, also edd and eda
EG12631	gntU	g48994939	aa	446	Counterclockwise	3573744	3575084	Null	Gluconate	Low-affinity gluconate transport protein, membrane protein
EG12634	ygcB	g1789119	aa	888	Counterclockwise	2882575	2885241	cas3	Systematic nomenclature	Cas3 predicted helicase needed for Cascade anti-viral activity
EG12636	dsrB	g1788263	aa	62	Counterclockwise	2022659	2022847	Null	Down-stream region	Function unknown, regulated by DsrA, H-NS, and RpoS
EG12637	rnk	g1786827	aa	136	Counterclockwise	642780	643190	Null	Regulator nucleoside-diP kinase	Regulator of nucleoside diphosphate kinase; suppresses Pseudomonas algR2
EG12642	pdxK	g1788758	aa	283	Counterclockwise	2534408	2535259	pdxL;thiJ;yfeI	Pyridoxine	B6-vitamer kinase; pyridoxine (PN)/pyridoxal (PL)/pyridoxamine (PM) kinase
EG12644	yfeK	g1788759	aa	124	Clockwise	2535364	2535738	Null	Systematic nomenclature	Function unknown
EG12651	wcaM	g1788356	aa	464	Counterclockwise	2112526	2113920	yefK	Systematic nomenclature	Colanic acid biosynthesis protein
EG12652	wcaL	g1788357	aa	406	Counterclockwise	2113931	2115151	yefL	Systematic nomenclature	Putative colanic acid biosynthesis glycosyl transferase
EG12653	ycjD	g1787546	aa	117	Counterclockwise	1349431	1349784	Null	Systematic nomenclature	Function unknown
EG12656	mdaB	g1789406	aa	193	Clockwise	3170552	3171133	mda66	Modulator of drug activity	FMN-dependent NADH-quinone reductase; MdaB and YgiN form an enzymatic quinone reduction-oxidation cycle in vitro; possibly mitigates toxicity of quinols and quinones in vivo; dimeric
EG12657	ygiN	g1789407	aa	104	Clockwise	3171164	3171478	Null	Systematic nomenclature	Quinol monooxygenase; MdaB and YgiN form an enzymatic quinone reduction-oxidation cycle in vitro; expressed protein
EG12659	yceJ	g1787296	aa	188	Counterclockwise	1117703	1118269	Null	Systematic nomenclature	Cytochrome b561 homolog, function unknown
EG12661	gltJ	g1786874	aa	246	Counterclockwise	685152	685892	Null	Glutamate	Glutamate-aspartate transport system membrane permease protein
EG12662	gltK	g1786873	aa	224	Counterclockwise	684478	685152	Null	Glutamate	Glutamate-aspartate transport system membrane permease protein
EG12663	gltL	g1786872	aa	241	Counterclockwise	683753	684478	Null	Glutamate	Glutamate-aspartate transport system ATP-binding protein
EG12664	flgM	g1787311	aa	97	Counterclockwise	1129058	1129351	mviS	Flagella	Anti-sigma 28 (FliA) factor; regulator of FlhD
EG12665	flgN	g1787310	aa	138	Counterclockwise	1128637	1129053	Null	Flagella	Initiation of flagellar filament assembly
EG12666	lpxH	g1786735	aa	240	Counterclockwise	552441	553163	ybbF	Lipid A expression/biosynthesis	Lipid A synthesis, UDP-2,3-diacylglucosamine pyrophosphatase
EG12667	uidR	g1787904	aa	196	Counterclockwise	1694486	1695076	gusR	hexUronIDes	Transcriptional repressor for uidABC(gusABC)
EG12668	uidC	g87081946	aa	421	Counterclockwise	1689610	1690875	gusC	hexUronIDes	Enhances UidB-mediated glucuronide transport; putative OM porin
EG12669	solA	g1787298	aa	372	Counterclockwise	1118691	1119809	Null	Sarcosine oxidase-like	N-methyltryptophan oxidase, FAD-containing; monomeric
EG12670	dinI	g1787300	aa	81	Counterclockwise	1120465	1120710	Null	Damage inducible	Stabilizes RecA filaments; multicopy suppressor of dinD cold-sensitive filamentous phenotype; possible ssDNA mimic
EG12671	pmrD	g87082076	aa	88	Counterclockwise	2371294	2371560	Null	Polymyxin B resistance	Inactive two-component system connector protein ortholog; active Salmonella PmrD blocks dephosphorylation of PmrA(BasR) by PmrB(BasS)
EG12672	tpx	g1787584	aa	168	Counterclockwise	1386329	1386835	yzzJ	Thiol peroxidase	Lipid hydroperoxide peroxidase; thiol peroxidase, antioxidant, thioredoxin-dependent; peroxiredoxin; scavengase P20; induced by acid or base
EG12674	uspF	g87081893	aa	144	Counterclockwise	1433209	1433643	ynaF;yzzL	Universal stress protein	Stress-induced protein, binds ATP; dimer
EG12675	ygaU	g1789019	aa	149	Counterclockwise	2794359	2794808	yzzM	Systematic nomenclature	Function unknown
EG12676	bamA	g1786374	aa	810	Clockwise	197928	200360	ecfK;omp85(N.m.);yaeT;yzzN;yzzY	Beta-barrel assembly machine	Outer membrane protein assembly factor, forms pores; required for OM biogenesis; in BamABCD OM protein complex; has a C-terminal beta-barrel OM protein domain and an N-terminal periplasmic domain
EG12677	iscS	g48994898	aa	404	Counterclockwise	2658339	2659553	nuvC;yfhO;yzzO	Iron-sulfur cluster	Cysteine desulfurase, PLP-dependent; used in synthesis of Fe-S clusters and 4-thiouridine; ThiI transpersulfidase; SirA(TusA) transpersulfidase; pyridoxal phosphate cofactor linked to Lys206
EG12678	znuA	g87081990	aa	310	Counterclockwise	1939675	1940607	yebL;yzzP	Zn uptake	High-affinity ABC transport system for zinc, periplasmic
EG12679	yeaD	g87081973	aa	294	Clockwise	1861874	1862758	yzzQ	Systematic nomenclature	Function unknown, mutarotase homolog, low abundance protein
EG12680	fliY	g1788228	aa	266	Counterclockwise	1997609	1998409	yzzR	Flagella	Cystine-binding protein, periplasmic; part of a L-cysteine/L-cystine shuttle system confering hydrogen peroxide resistance; not required for motility; may regulate FliA (sigma 28)
